2022/6/25    	0.248	-57.472	1192.4	0.002		
2022/6/26    	0.248	-57.779	1192.5	0.002		
2022/6/27    	0.247	-57.726	1192.6	0.003		
2022/6/28    	0.248	-58.231	1192.6	0.004		
2022/6/29    	0.248	-58.167	1192.7	0.004		
2022/6/30    	0.247	-58.211	1192.7	0.003		
2022/7/1    	0.247	-58.287	1192.6	0.001		
2022/7/2    	0.246	-58.146	1192.6	-0.001		
2022/7/3    	0.244	-58.49	1192.6	-0.001		
2022/7/4    	0.245	-58.839	1192.5	-0.001		
2022/7/5    	0.246	-58.774	1192.4	-0.001		
2022/7/6    	0.247	-59.124	1192.4	0		
2022/7/7    	0.247	-59.293	1192.3	0.002		
2022/7/8    	0.247	-59.555	1192.2	0.004		
2022/7/9    	0.246	-59.356	1192.1	0.003		
2022/7/10    	0.246	-59.138	1192	0		
2022/7/11    	0.247	-59.109	1191.9	-0.002		
2022/7/12    	0.247	-58.785	1191.8	0		
2022/7/13    	0.247	-58.887	1191.8	0.006		
2022/7/14    	0.246	-59.17	1191.7	0.011		
2022/7/15    	0.246	-59.511	1191.7	0.014		
2022/7/16    	0.249	-59.55	1191.7	0.015		
2022/7/17    	0.249	-59.434	1191.7	0.015		
2022/7/18    	0.249	-59.699	1191.7	0.015		
2022/7/19    	0.251	-59.657	1191.7	0.016		
2022/7/20    	0.253	-59.481	1191.7	0.018		
2022/7/21    	0.254	-59.511	1191.7	0.02		
2022/7/22    	0.252	-58.689	1191.8	0.022		
2022/7/23    	0.252	-58.419	1191.8	0.023		
2022/7/24    	0.25	-58.396	1191.9	0.025		
2022/7/25    	0.248	-58.366	1192	0.027		
2022/7/26    	0.247	-58.499	1192.1	0.028		
2022/7/27    	0.247	-58.405	1192.1	0.028		
2022/7/28    	0.245	-58.189	1192.2	0.027		
2022/7/29    	0.244	-58.357	1192.2	0.026		
2022/7/30    	0.244	-58.45	1192.2	0.026		
2022/7/31    	0.244	-58.591	1192.2	0.025		
2022/8/1    	0.245	-58.689	1192.2	0.025		
2022/8/2    	0.246	-58.633	1192.2	0.024		
2022/8/3    	0.246	-58.575	1192.2	0.023		
2022/8/4    	0.246	-58.547	1192.2	0.023		
2022/8/5    	0.245	-58.04	1192.2	0.023		
